Layer,layer1.0.conv1,layer1.0.conv2,layer1.1.conv1,layer1.1.conv2,layer2.0.conv1,layer2.0.conv2,layer2.1.conv1,layer2.1.conv2,layer3.0.conv1,layer3.0.conv2,layer3.1.conv1,layer3.1.conv2,layer4.0.conv1,layer4.0.conv2,layer4.1.conv1,layer4.1.conv2
"{'n': 4096, 'sparsity': 0.0, 'variance_entropy': 0.9538482427597046, 'variance_entropy_norm': 1.0029257955221278, 'variance_entropy_clean': 0.9538482427597046, 'variance_entropy_clean_norm': 1.0029257955221278, 'orthogonality': 0.9669594764709473}","{'n': 4096, 'sparsity': 0.0, 'variance_entropy': 0.953715443611145, 'variance_entropy_norm': 1.0027861635704785, 'variance_entropy_clean': 0.953715443611145, 'variance_entropy_clean_norm': 1.0027861635704785, 'orthogonality': 0.9667857885360718}","{'n': 4096, 'sparsity': 0.0, 'variance_entropy': 0.953755795955658, 'variance_entropy_norm': 1.0028285921302929, 'variance_entropy_clean': 0.953755795955658, 'variance_entropy_clean_norm': 1.0028285921302929, 'orthogonality': 0.9672852158546448}","{'n': 4096, 'sparsity': 0.0, 'variance_entropy': 0.9537496566772461, 'variance_entropy_norm': 1.0028221369727435, 'variance_entropy_clean': 0.9537496566772461, 'variance_entropy_clean_norm': 1.0028221369727435, 'orthogonality': 0.9655704498291016}","{'n': 8192, 'sparsity': 0.0, 'variance_entropy': 0.9539899826049805, 'variance_entropy_norm': 1.0029316698475927, 'variance_entropy_clean': 0.9539899826049805, 'variance_entropy_clean_norm': 1.0029316698475927, 'orthogonality': 0.9670029878616333}","{'n': 16384, 'sparsity': 0.0, 'variance_entropy': 0.954143762588501, 'variance_entropy_norm': 1.0030344068659958, 'variance_entropy_clean': 0.954143762588501, 'variance_entropy_clean_norm': 1.0030344068659958, 'orthogonality': 0.9768012762069702}","{'n': 16384, 'sparsity': 0.0, 'variance_entropy': 0.9541252851486206, 'variance_entropy_norm': 1.00301498263594, 'variance_entropy_clean': 0.9541252851486206, 'variance_entropy_clean_norm': 1.00301498263594, 'orthogonality': 0.9765851497650146}","{'n': 16384, 'sparsity': 0.0, 'variance_entropy': 0.9540966749191284, 'variance_entropy_norm': 1.0029849064087568, 'variance_entropy_clean': 0.9540966749191284, 'variance_entropy_clean_norm': 1.0029849064087568, 'orthogonality': 0.9766223430633545}","{'n': 32768, 'sparsity': 0.0, 'variance_entropy': 0.9541718363761902, 'variance_entropy_norm': 1.00303966177163, 'variance_entropy_clean': 0.9541718363761902, 'variance_entropy_clean_norm': 1.00303966177163, 'orthogonality': 0.9765198230743408}","{'n': 65536, 'sparsity': 0.0, 'variance_entropy': 0.9542069435119629, 'variance_entropy_norm': 1.0030665820102604, 'variance_entropy_clean': 0.9542069435119629, 'variance_entropy_clean_norm': 1.0030665820102604, 'orthogonality': 0.9834235906600952}","{'n': 65536, 'sparsity': 0.0, 'variance_entropy': 0.9542099833488464, 'variance_entropy_norm': 1.0030697775003095, 'variance_entropy_clean': 0.9542099833488464, 'variance_entropy_clean_norm': 1.0030697775003095, 'orthogonality': 0.9835326075553894}","{'n': 65536, 'sparsity': 0.0, 'variance_entropy': 0.9542174935340881, 'variance_entropy_norm': 1.0030776722404304, 'variance_entropy_clean': 0.9542174935340881, 'variance_entropy_clean_norm': 1.0030776722404304, 'orthogonality': 0.9832571744918823}","{'n': 131072, 'sparsity': 0.0, 'variance_entropy': 0.9542255401611328, 'variance_entropy_norm': 1.0030820209221993, 'variance_entropy_clean': 0.9542255401611328, 'variance_entropy_clean_norm': 1.0030820209221993, 'orthogonality': 0.9833804965019226}","{'n': 262144, 'sparsity': 0.0, 'variance_entropy': 0.9542378783226013, 'variance_entropy_norm': 1.0030932990694033, 'variance_entropy_clean': 0.9542378783226013, 'variance_entropy_clean_norm': 1.0030932990694033, 'orthogonality': 0.9882523417472839}","{'n': 262144, 'sparsity': 0.0, 'variance_entropy': 0.9542332887649536, 'variance_entropy_norm': 1.0030884745339004, 'variance_entropy_clean': 0.9542332887649536, 'variance_entropy_clean_norm': 1.0030884745339004, 'orthogonality': 0.9882326722145081}","{'n': 262144, 'sparsity': 0.0, 'variance_entropy': 0.9542311429977417, 'variance_entropy_norm': 1.003086218906912, 'variance_entropy_clean': 0.9542311429977417, 'variance_entropy_clean_norm': 1.003086218906912, 'orthogonality': 0.9882695078849792}"
